OSEBuildingID,BuildingType,PrimaryPropertyType,ZipCode,CouncilDistrictCode,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),Outlier,TotalGHGEmissions,GHGEmissionsIntensity,%_GFAParking,%_GFABuilding,Nb_PropertyUseTypes,Building_age,%_LargestPropertyUseType
19861,NonResidential,Retail Store,98104.0,7,DOWNTOWN,1.0,2,46800,Retail Store,36019.0,Office,10781.0,one_use,0.0,86.0,26.60000038,26.60000038,83.5,83.5,1245187.5,0.0,364943.5,1245187.0,0.0,0.0,not_outlier,8.68,0.19,0.0,1.0,2,110,0.7696367521367521
19862,NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,1.0,3,63990,Office,39000.0,Parking,26640.0,one_use,0.0,51.0,53.0,53.0,166.1999969,166.1999969,2067352.5,0.0,604519.375,2062620.0,47.32000351,4732.0,not_outlier,14.63,0.23,0.41631504922644164,0.5836849507735584,2,37,0.6094702297233943
19864,NonResidential,Small- and Mid-Sized Office,98121.0,7,DOWNTOWN,1.0,3,28800,Office,21600.0,Other,7200.0,Non-Refrigerated Warehouse,6200.0,50.0,38.40000153,40.70000076,95.5,97.90000153,1345025.75,0.0,270780.6875,923904.0,4211.220215,421122.0,not_outlier,28.81,1.0,0.0,1.0,3,108,0.75
19871,NonResidential,Small- and Mid-Sized Office,98121.0,7,DOWNTOWN,1.0,3,33552,Office,26556.0,Parking,4968.0,one_use,0.0,75.0,63.90000153,68.40000153,117.8000031,122.5,1696978.75,0.0,188650.0,643674.0,10533.0498,1053305.0,not_outlier,60.43,1.8,0.148068669527897,0.851931330472103,2,62,0.7914878397711016
19873,NonResidential,Retail Store,98121.0,7,DOWNTOWN,1.0,2,26270,Retail Store,26270.0,one_use,0.0,one_use,0.0,32.0,59.40000153,63.5,147.0,151.3000031,1560461.75,0.0,311870.0,1064100.0,4963.61377,496361.0,not_outlier,33.78,1.29,0.0,1.0,1,85,1.0
19874,NonResidential,Small- and Mid-Sized Office,98121.0,7,DOWNTOWN,1.0,3,57620,Office,49800.0,Parking,7820.0,one_use,0.0,50.0,47.90000153,47.90000153,150.3999939,150.3999939,2385395.0,0.0,699119.1875,2385395.0,0.0,0.0,not_outlier,16.63,0.29,0.13571676501214855,0.8642832349878514,2,90,0.8642832349878514
19878,NonResidential,Hotel,98121.0,7,DOWNTOWN,1.0,5,57800,Hotel,57800.0,one_use,0.0,one_use,0.0,87.0,42.29999924,42.70000076,94.09999847,94.5,2443065.25,0.0,403117.0,1375435.0,10676.2998,1067630.0,not_outlier,66.29,1.15,0.0,1.0,1,26,1.0
19894,NonResidential,Other,98101.0,7,DOWNTOWN,1.0,2,31890,Financial Office,31160.0,one_use,0.0,one_use,0.0,2.0,59.59999847,57.40000153,187.3000031,180.3000031,1858224.625,0.0,544614.375,1858224.0,0.0,0.0,not_outlier,12.95,0.41,0.0,1.0,1,61,0.9771088115396676
19895,NonResidential,Small- and Mid-Sized Office,98101.0,7,DOWNTOWN,1.0,2,44098,Office,25920.0,Parking,13155.0,one_use,0.0,53.0,55.59999847,58.79999924,141.0,143.8000031,1441900.5,450522.3125,290556.3125,991378.0,0.0,0.0,not_outlier,41.69,0.95,0.3097646151752914,0.6902353848247086,2,91,0.5877817588099233
19910,NonResidential,Medical Office,98121.0,7,DOWNTOWN,1.0,4,26670,Medical Office,26670.0,one_use,0.0,one_use,0.0,51.0,58.20000076,61.5,182.8999939,193.1999969,1553208.375,0.0,455209.5938,1553175.0,0.329999954,33.0,not_outlier,10.83,0.41,0.0,1.0,1,64,1.0
19927,NonResidential,Hotel,98121.0,7,DOWNTOWN,1.0,4,44416,Hotel,52668.0,one_use,0.0,one_use,0.0,61.0,50.70000076,52.0,112.5999985,114.8000031,2669564.25,0.0,438318.5938,1495543.0,11740.20996,1174021.0,not_outlier,72.78,1.64,0.0,1.0,1,49,1.1857889048991355
20000,NonResidential,Worship Facility,98103.0,6,Northwest,1.0,2,45991,Worship Facility,45991.0,one_use,0.0,one_use,0.0,77.0,24.89999962,28.20000076,50.20000076,54.90000153,1145535.75,0.0,155049.5,529029.0,6165.070313,616507.0,not_outlier,36.43,0.79,0.0,1.0,1,88,1.0
20029,NonResidential,Residence Hall,98105.0,4,NORTHEAST,1.0,3,21499,Residence Hall/Dormitory,21499.0,one_use,0.0,one_use,0.0,85.0,28.10000038,28.10000038,88.40000153,88.40000153,605130.6875,0.0,177353.5938,605130.0,0.0,0.0,not_outlier,4.22,0.2,0.0,1.0,1,95,1.0
20033,NonResidential,Small- and Mid-Sized Office,98105.0,4,NORTHEAST,1.0,2,20384,Office,25021.0,one_use,0.0,one_use,0.0,16.0,71.59999847,71.19999695,222.1999969,220.5,1791071.375,0.0,515861.0,1760118.0,309.5351563,30954.0,not_outlier,13.91,0.68,0.0,1.0,1,27,1.227482339089482
20048,NonResidential,Retail Store,98105.0,4,NORTHEAST,1.0,2,54284,Retail Store,52784.0,Other,1900.0,one_use,0.0,18.0,124.0,126.0,375.7000122,377.7999878,6778694.0,0.0,1882825.375,6424200.0,3544.929932,354493.0,not_outlier,63.61,1.17,0.0,1.0,2,60,0.9723675484488984
20050,NonResidential,Retail Store,98105.0,4,NORTHEAST,1.0,1,23409,Retail Store,21909.0,Other,1500.0,one_use,0.0,67.0,108.6999969,112.0,320.7999878,327.5,2545405.0,0.0,678243.1875,2314166.0,2312.389893,231239.0,not_outlier,28.41,1.21,0.0,1.0,2,60,0.935922081250801
20066,NonResidential,Hotel,98105.0,4,NORTHEAST,2.0,2,24100,Hotel,30910.0,one_use,0.0,one_use,0.0,91.0,51.40000153,53.09999847,109.1999969,114.5999985,1587454.75,0.0,239738.2031,817987.0,7694.679688,769468.0,not_outlier,46.57,1.93,0.0,1.0,1,55,1.282572614107884
20073,NonResidential,Other,98121.0,7,DOWNTOWN,1.0,4,32356,Financial Office,25876.0,Bank Branch,6480.0,one_use,0.0,81.0,57.40000153,62.20000076,127.4000015,131.8000031,1857154.75,882630.6875,285616.5938,974524.0,0.0,0.0,not_outlier,74.92,2.32,0.0,1.0,2,89,0.7997280257139325
20082,NonResidential,Hotel,98121.0,7,DOWNTOWN,1.0,7,61180,Hotel,61180.0,one_use,0.0,one_use,0.0,24.0,65.30000305,66.69999695,132.1000061,136.3999939,3993913.25,0.0,545096.375,1859869.0,21340.43945,2134044.0,not_outlier,126.3,2.06,0.2118339326577313,0.7881660673422687,1,56,1.0
20087,NonResidential,Small- and Mid-Sized Office,98121.0,7,DOWNTOWN,1.0,5,43506,Office,32569.0,Parking,0.0,one_use,0.0,51.0,106.1999969,110.5999985,229.3000031,229.8000031,3460275.5,0.0,537543.5,1834098.0,16261.77051,1626177.0,not_outlier,99.15,2.28,0.258585022755482,0.741414977244518,2,38,0.7486093872109594
20130,NonResidential,Worship Facility,98115.0,6,Northwest,1.0,2,23931,Worship Facility,23931.0,one_use,0.0,one_use,0.0,88.0,20.70000076,0.0,36.40000153,0.0,496477.3125,0.0,48966.89844,167075.0,3294.021729,329402.0,not_outlier,18.66,0.78,0.0,1.0,1,106,1.0
20132,NonResidential,Worship Facility,98103.0,6,Northwest,1.0,2,21393,Worship Facility,21393.0,one_use,0.0,one_use,0.0,57.0,39.5,45.90000153,67.5,76.90000153,845961.375,0.0,78065.5,266359.0,5796.02002,579602.0,not_outlier,32.64,1.53,0.0,1.0,1,68,1.0
20141,NonResidential,Mixed Use Property,98144.0,2,SOUTHEAST,1.0,2,47560,Distribution Center,23146.0,Non-Refrigerated Warehouse,15724.0,Office,8255.0,80.0,24.0,25.89999962,51.09999847,53.09999847,1132489.625,0.0,170954.2031,583296.0,5491.938477,549194.0,not_outlier,33.23,0.7,0.0,1.0,3,26,0.4866694701429773
20145,NonResidential,Senior Care Community,98104.0,3,EAST,1.0,6,62334,Senior Care Community,35696.0,Bank Branch,15661.0,Parking,10877.0,100.0,21.0,22.29999924,41.59999847,44.40000153,1076733.25,0.0,141022.2969,481168.0,5955.649902,595565.0,not_outlier,34.98,0.56,0.0,1.0,3,10,0.572656976930728
20167,NonResidential,K-12 School,98121.0,7,DOWNTOWN,1.0,2,21600,K-12 School,21600.0,one_use,0.0,one_use,0.0,72.0,58.40000153,65.5,120.3000031,127.8000031,1261536.75,0.0,178699.7969,609724.0,6518.130371,651813.0,not_outlier,38.87,1.8,0.0,1.0,1,59,1.0
20168,NonResidential,K-12 School,98101.0,7,DOWNTOWN,1.0,3,22860,K-12 School,22860.0,one_use,0.0,one_use,0.0,43.0,40.70000076,43.29999924,127.9000015,136.1000061,931148.625,0.0,272904.0,931148.0,0.0,0.0,not_outlier,6.49,0.28,0.0,1.0,1,21,1.0
20182,NonResidential,Worship Facility,98105.0,4,NORTHEAST,1.0,1,26366,Worship Facility,26386.0,Parking,0.0,one_use,0.0,88.0,33.70000076,37.79999924,61.0,65.30000305,888031.875,0.0,94900.89844,323802.0,5642.299805,564230.0,not_outlier,32.22,1.22,0.0,1.0,2,44,1.0007585526814837
20197,NonResidential,Worship Facility,98118.0,2,SOUTHEAST,1.0,2,21732,Worship Facility,21732.0,one_use,0.0,one_use,0.0,2.0,39.59999847,43.40000153,87.69999695,91.59999847,860364.1875,0.0,140433.5,479159.0,3812.049805,381205.0,not_outlier,23.59,1.09,0.0,1.0,1,51,1.0
20237,NonResidential,Retail Store,98105.0,4,NORTHEAST,1.0,3,32960,Retail Store,32960.0,one_use,0.0,one_use,0.0,71.0,24.70000076,24.70000076,77.5,77.5,813641.0,0.0,238464.5,813641.0,0.0,0.0,not_outlier,5.67,0.17,0.0,1.0,1,116,1.0
20242,NonResidential,Hotel,98105.0,4,NORTHEAST,1.0,3,20571,Hotel,20571.0,one_use,0.0,one_use,0.0,72.0,34.79999924,36.90000153,109.3000031,116.0,716279.6875,0.0,209929.5,716279.0,0.0,0.0,not_outlier,4.99,0.24,0.0,1.0,1,86,1.0
20266,NonResidential,Worship Facility,98105.0,4,NORTHEAST,1.0,2,47992,Worship Facility,37800.0,Other,10206.0,one_use,0.0,17.0,63.29999924,73.30000305,107.1999969,118.3000031,3040195.5,0.0,273747.9063,934028.0,21061.67773,2106168.0,not_outlier,118.37,2.47,0.0,1.0,2,90,0.7876312718786465
20273,NonResidential,Residence Hall,98105.0,4,NORTHEAST,1.0,3,28572,Residence Hall/Dormitory,22000.0,Parking,7000.0,one_use,0.0,16.0,123.5,125.4000015,242.5,244.5,2717863.25,0.0,347941.0938,1187175.0,15306.87988,1530688.0,not_outlier,89.57,3.13,0.0,1.0,2,23,0.7699846003079939
20324,NonResidential,Worship Facility,98115.0,4,NORTHEAST,1.0,2,31386,Worship Facility,30000.0,one_use,0.0,one_use,0.0,52.0,37.59999847,0.0,89.0,0.0,1128179.125,0.0,208229.2969,710478.0,4177.007813,417701.0,not_outlier,27.14,0.86,0.0,1.0,1,16,0.9558401835213153
20325,Campus,K-12 School,98115.0,4,NORTHEAST,5.0,3,21500,K-12 School,96154.0,one_use,0.0,one_use,0.0,44.0,69.59999847,73.90000153,144.8999939,149.5,6689184.0,0.0,969429.1875,3307692.0,33814.91016,3381491.0,not_outlier,202.65,9.43,0.0,1.0,1,27,4.472279069767442
20369,NonResidential,Small- and Mid-Sized Office,98103.0,4,LAKE UNION,1.0,2,84116,Office,55000.0,one_use,0.0,one_use,0.0,68.0,48.0,48.0,149.3999939,149.3999939,2641681.75,0.0,763678.0,2605669.0,360.1199951,36012.0,not_outlier,20.08,0.24,0.3150054686385468,0.6849945313614533,1,4,0.6538589566788721
20372,NonResidential,Hotel,98121.0,7,DOWNTOWN,1.0,9,104000,Hotel,96000.0,Restaurant,8000.0,one_use,0.0,8.0,83.59999847,86.90000153,176.6000061,180.1000061,8690648.0,3578548.25,1219174.125,4159822.0,9522.769531,952277.0,not_outlier,355.8,3.42,0.0,1.0,2,91,0.9230769230769231
20377,NonResidential,Senior Care Community,98144.0,2,SOUTHEAST,1.0,3,78374,Senior Care Community,58665.0,Parking,0.0,one_use,0.0,98.0,56.59999847,57.90000153,177.8000031,181.8999939,3321035.75,0.0,973339.8125,3321035.0,0.0,0.0,not_outlier,23.15,0.3,0.0,1.0,2,35,0.7485262969862454
20395,NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,1.0,5,39960,Office,37120.0,Other,2840.0,one_use,0.0,77.0,54.5,59.79999924,131.8000031,137.3000031,2178690.5,0.0,417532.9063,1424622.0,7540.679688,754068.0,not_outlier,49.98,1.25,0.0,1.0,2,116,0.928928928928929
20397,NonResidential,Hotel,98101.0,7,DOWNTOWN,1.0,11,36240,Hotel,36240.0,one_use,0.0,one_use,0.0,98.0,59.29999924,66.0,93.40000153,101.5,2147968.25,1158118.25,133748.5,456350.0,5335.0,533500.0,not_outlier,120.91,3.34,0.0,1.0,1,90,1.0
20406,NonResidential,Hotel,98104.0,7,DOWNTOWN,1.0,6,35820,Hotel,35820.0,one_use,0.0,one_use,0.0,94.0,92.69999695,99.09999847,155.3000031,162.0,3321603.0,0.0,291133.9063,993349.0,23282.54102,2328254.0,not_outlier,130.58,3.65,0.0,1.0,1,107,1.0
20415,NonResidential,K-12 School,98116.0,1,SOUTHWEST,1.0,2,33462,K-12 School,57896.0,one_use,0.0,one_use,0.0,76.0,68.90000153,81.5,93.09999847,107.0999985,3987215.5,0.0,168505.2031,574940.0,34122.75781,3412276.0,not_outlier,185.23,5.54,0.0,1.0,1,94,1.730201422509115
20419,NonResidential,K-12 School,98116.0,1,SOUTHWEST,1.0,3,49744,K-12 School,49744.0,one_use,0.0,one_use,0.0,98.0,42.20000076,48.70000076,64.40000153,72.09999847,2096835.5,0.0,140196.2031,478349.0,16184.86035,1618486.0,not_outlier,89.29,1.79,0.0,1.0,1,51,1.0
20425,NonResidential,Worship Facility,98116.0,1,SOUTHWEST,1.0,2,37816,Worship Facility,19407.0,K-12 School,18701.0,one_use,0.0,60.0,37.0,41.09999847,76.30000305,80.59999847,1411305.5,0.0,200112.0938,682782.0,7285.22998,728523.0,not_outlier,43.45,1.15,0.0,1.0,2,93,0.5131954728157394
20435,NonResidential,Supermarket / Grocery Store,98126.0,1,SOUTHWEST,1.0,2,25762,Supermarket/Grocery Store,25762.0,one_use,0.0,one_use,0.0,100.0,74.0,74.0,232.3999939,232.3999939,1906384.875,0.0,558729.375,1906385.0,0.0,0.0,not_outlier,13.29,0.52,0.0,1.0,1,70,1.0
20440,NonResidential,Small- and Mid-Sized Office,98126.0,1,SOUTHWEST,1.0,3,43387,Office,45000.0,one_use,0.0,one_use,0.0,60.0,59.70000076,59.90000153,172.0,172.0,2686765.0,0.0,689505.8125,2352594.0,3341.709961,334171.0,not_outlier,34.15,0.79,0.0,1.0,1,35,1.0371770345956162
20500,NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,1.0,1,37500,Non-Refrigerated Warehouse,61419.0,one_use,0.0,one_use,0.0,36.0,29.5,31.10000038,92.19999695,97.19999695,1811506.375,0.0,527520.0,1799898.0,116.0800018,11608.0,not_outlier,13.16,0.35,0.0,1.0,1,31,1.63784
20503,NonResidential,Medical Office,98122.0,3,CENTRAL,1.0,2,39000,Medical Office,39000.0,one_use,0.0,one_use,0.0,25.0,67.09999847,68.09999847,192.3000031,193.3999939,2615247.75,0.0,666815.5,2275174.0,3400.72998,340073.0,not_outlier,33.92,0.87,0.0,1.0,1,26,1.0
20523,NonResidential,Small- and Mid-Sized Office,98144.0,2,GREATER DUWAMISH,1.0,1,29740,Office,17804.0,Non-Refrigerated Warehouse,12208.0,one_use,0.0,57.0,48.90000153,51.09999847,139.0,141.3000031,1467060.25,0.0,369049.0,1259195.0,2078.650146,207865.0,not_outlier,19.82,0.67,0.0,1.0,2,55,0.5986550100874244
20531,NonResidential,Small- and Mid-Sized Office,98144.0,3,SOUTHEAST,1.0,2,39170,Office,35500.0,one_use,0.0,one_use,0.0,81.0,60.0,63.40000153,126.9000015,130.1000061,2130673.75,0.0,318239.9063,1085835.0,10448.38965,1044839.0,not_outlier,63.06,1.61,0.0,1.0,1,46,0.9063058463109522
20552,NonResidential,Retail Store,98134.0,2,GREATER DUWAMISH,1.0,1,20000,Retail Store,20000.0,one_use,0.0,one_use,0.0,75.0,27.89999962,27.89999962,87.59999847,87.59999847,557863.6875,0.0,163500.5,557864.0,0.0,0.0,not_outlier,3.89,0.19,0.0,1.0,1,102,1.0
20556,NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,1.0,2,32400,Non-Refrigerated Warehouse,32700.0,one_use,0.0,one_use,0.0,91.0,7.599999905,7.599999905,23.89999962,23.89999962,248616.0,0.0,72865.20313,248616.0,0.0,0.0,not_outlier,1.73,0.05,0.0,1.0,1,61,1.0092592592592593
20565,NonResidential,Supermarket / Grocery Store,98109.0,7,MAGNOLIA / QUEEN ANNE,1.0,1,25159,Supermarket/Grocery Store,25883.0,Parking,0.0,one_use,0.0,38.0,344.1000061,350.5,755.2000122,762.0,8905287.0,0.0,1429919.75,4878886.0,40264.00391,4026400.0,not_outlier,247.85,9.85,0.0,1.0,2,54,1.0287769784172662
20604,NonResidential,Distribution Center,98134.0,2,GREATER DUWAMISH,1.0,1,26680,Distribution Center,33987.0,one_use,0.0,one_use,0.0,92.0,7.199999809,7.199999809,22.5,22.5,243518.2031,0.0,71371.10156,243518.0,0.0,0.0,not_outlier,1.7,0.06,0.0,1.0,1,61,1.2738755622188906
20605,NonResidential,Warehouse,98106.0,1,DELRIDGE,1.0,1,31521,Non-Refrigerated Warehouse,31521.0,one_use,0.0,one_use,0.0,6.0,56.70000076,57.79999924,107.4000015,110.9000015,1788148.0,0.0,211296.7969,720945.0,10672.03223,1067203.0,not_outlier,61.71,1.96,0.0,1.0,1,63,1.0
20620,NonResidential,Distribution Center,98134.0,2,GREATER DUWAMISH,1.0,1,35579,Distribution Center,35579.0,one_use,0.0,one_use,0.0,72.0,30.79999924,35.40000153,56.79999924,61.59999847,1096646.25,0.0,121936.5,416047.0,6805.989746,680599.0,not_outlier,39.05,1.1,0.0,1.0,1,18,1.0
20626,NonResidential,Distribution Center,98134.0,2,GREATER DUWAMISH,1.0,1,49950,Distribution Center,49950.0,one_use,0.0,one_use,0.0,77.0,4.800000191,4.800000191,15.0,15.0,238969.7031,0.0,70038.0,238970.0,0.0,0.0,not_outlier,1.67,0.03,0.0,1.0,1,41,1.0
20659,NonResidential,Worship Facility,98199.0,7,MAGNOLIA / QUEEN ANNE,1.0,2,22612,Worship Facility,22612.0,one_use,0.0,one_use,0.0,87.0,32.29999924,37.79999924,48.5,54.90000153,731321.8125,0.0,45990.60156,156920.0,5744.02002,574402.0,not_outlier,31.6,1.4,0.0,1.0,1,69,1.0
20707,NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,1.0,1,30545,Non-Refrigerated Warehouse,23545.0,Office,7000.0,one_use,0.0,12.0,51.59999847,60.90000153,87.19999695,97.30000305,1577040.875,0.0,141201.9063,481781.0,10952.60059,1095260.0,not_outlier,61.53,2.01,0.0,1.0,2,78,0.7708299230643313
20735,NonResidential,K-12 School,98112.0,7,MAGNOLIA / QUEEN ANNE,1.0,3,32691,K-12 School,33550.0,one_use,0.0,one_use,0.0,99.0,29.0,32.70000076,59.90000153,65.19999695,971990.3125,0.0,138476.2969,472481.0,4995.090332,499509.0,not_outlier,29.82,0.91,0.0,1.0,1,94,1.0262763451714538
20743,NonResidential,Worship Facility,98119.0,7,MAGNOLIA / QUEEN ANNE,1.0,2,24227,Worship Facility,26210.0,one_use,0.0,one_use,0.0,55.0,41.5,47.29999924,61.0,67.09999847,1086678.125,0.0,64300.39844,219393.0,8672.850586,867285.0,not_outlier,47.59,1.96,0.0,1.0,1,53,1.0818508275890535
20768,NonResidential,Distribution Center,98108.0,2,GREATER DUWAMISH,1.0,1,27000,Distribution Center,27000.0,one_use,0.0,one_use,0.0,61.0,24.10000038,27.20000076,51.70000076,55.0,651293.3125,0.0,99982.5,341140.0,3101.529785,310153.0,not_outlier,18.85,0.7,0.0,1.0,1,60,1.0
20815,NonResidential,Small- and Mid-Sized Office,98104.0,4,LAKE UNION,1.0,2,21183,Office,13945.0,Parking,7238.0,one_use,0.0,99.0,25.89999962,25.89999962,81.40000153,81.40000153,361542.0938,0.0,105961.8984,361542.0,0.0,0.0,not_outlier,2.52,0.12,0.0,1.0,2,59,0.6583109096917339
20818,NonResidential,Small- and Mid-Sized Office,98102.0,4,LAKE UNION,1.0,3,29392,Office,29392.0,Parking,3834.0,one_use,0.0,91.0,25.70000076,27.39999962,79.30000305,84.5,755618.1875,0.0,215676.7969,735889.0,197.2900085,19729.0,not_outlier,6.18,0.21,0.13044365813826891,0.869556341861731,2,55,1.0
20836,NonResidential,Large Office,98102.0,4,LAKE UNION,1.0,5,137738,Office,77796.0,Parking,55504.0,Other,4438.0,62.0,57.20000076,58.90000153,179.6999969,184.8999939,4704936.5,0.0,1378937.875,4704936.0,0.0,0.0,not_outlier,32.8,0.24,0.40296795365113475,0.5970320463488652,3,31,0.5648114536293543
20861,NonResidential,Residence Hall,98103.0,4,LAKE UNION,1.0,3,21118,Residence Hall/Dormitory,21118.0,one_use,0.0,one_use,0.0,49.0,64.5,67.59999847,138.1000061,145.5,1361427.75,0.0,208364.2031,710939.0,6504.889648,650489.0,not_outlier,39.5,1.87,0.0,1.0,1,28,1.0
20868,NonResidential,Large Office,98103.0,4,LAKE UNION,1.0,5,206126,Office,101941.0,Parking,73177.0,Other,8324.0,98.0,32.0,40.79999924,110.5999985,108.4000015,4489661.0,0.0,1055531.25,3601473.0,8878.283203,887828.0,not_outlier,72.26,0.35,0.38463852206902577,0.6153614779309743,4,3,0.494556727438557
20871,NonResidential,Small- and Mid-Sized Office,98103.0,4,LAKE UNION,1.0,2,20500,Office,20500.0,one_use,0.0,one_use,0.0,48.0,64.69999695,64.69999695,198.6999969,198.6999969,1326178.125,0.0,375830.3125,1282333.0,438.4500122,43845.0,not_outlier,11.27,0.55,0.0,1.0,1,116,1.0
20885,NonResidential,Senior Care Community,98117.0,6,BALLARD,1.0,2,34636,Senior Care Community,36000.0,Parking,0.0,one_use,0.0,3.0,337.5,355.7000122,561.0999756,587.9000244,12148720.0,0.0,1043779.313,3561375.0,85873.4375,8587344.0,not_outlier,480.9,13.88,0.895022519921469,0.10497748007853101,2,50,1.0393809908765446
20888,NonResidential,Worship Facility,98115.0,4,NORTHEAST,1.0,2,25521,Worship Facility,25521.0,one_use,0.0,one_use,0.0,82.0,23.70000076,26.89999962,54.5,58.90000153,605186.3125,0.0,105915.7031,361384.0,2438.02002,243802.0,not_outlier,15.47,0.61,0.0,1.0,1,86,1.0
20890,NonResidential,K-12 School,98115.0,4,NORTHEAST,1.0,1,23190,K-12 School,23190.0,one_use,0.0,one_use,0.0,79.0,73.5,83.19999695,121.0999985,131.1999969,1705515.25,0.0,142531.0938,486316.0,12191.99023,1219199.0,not_outlier,68.14,2.94,0.0,1.0,1,30,1.0
20916,NonResidential,Small- and Mid-Sized Office,98103.0,6,NORTHWEST,1.0,1,20678,Office,23100.0,one_use,0.0,one_use,0.0,98.0,33.29999924,37.90000153,51.29999924,56.59999847,770333.0,0.0,52613.39844,179517.0,5908.160156,590816.0,not_outlier,32.63,1.58,0.0,1.0,1,56,1.1171293161814488
20917,NonResidential,K-12 School,98103.0,6,NORTHWEST,1.0,3,28820,K-12 School,33780.0,one_use,0.0,one_use,0.0,43.0,76.80000305,87.59999847,122.8000031,135.6999969,2595783.5,0.0,199518.5938,680757.0,19150.25977,1915026.0,not_outlier,106.45,3.69,0.0,1.0,1,94,1.1721027064538514
20928,NonResidential,Worship Facility,98178.0,2,SOUTHEAST,1.0,2,27876,Worship Facility,44816.0,one_use,0.0,one_use,0.0,69.0,40.79999924,46.79999924,71.40000153,78.5,1829981.375,0.0,179244.2031,611581.0,12184.0,1218400.0,not_outlier,68.97,2.47,0.0,1.0,1,62,1.607691203902999
20930,SPS-District K-12,K-12 School,98109.0,7,MAGNOLIA / QUEEN ANNE,1.0,1,48789,K-12 School,48789.0,one_use,0.0,one_use,0.0,94.0,26.60000038,29.10000038,64.69999695,69.40000153,1298307.625,0.0,251214.0938,857142.0,4411.650879,441165.0,not_outlier,29.41,0.6,0.0,1.0,1,91,1.0
20970,NonResidential,Senior Care Community,98118.0,2,SOUTHEAST,1.0,2,48882,Senior Care Community,41922.0,Parking,9079.0,one_use,0.0,51.0,161.8000031,168.1000061,304.8999939,311.6000061,6782435.0,0.0,793744.125,2708255.0,40741.80078,4074180.0,not_outlier,235.26,4.81,0.14796857739045047,0.8520314226095496,2,50,0.8576163004787039
20976,NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,1.0,1,22320,Non-Refrigerated Warehouse,22320.0,one_use,0.0,one_use,0.0,62.0,19.70000076,20.70000076,61.79999924,65.0,439065.9063,0.0,128682.7969,439066.0,0.0,0.0,not_outlier,3.06,0.14,0.0,1.0,1,39,1.0
20979,NonResidential,Small- and Mid-Sized Office,98108.0,2,GREATER DUWAMISH,1.0,2,40029,Office,31800.0,Non-Refrigerated Warehouse,8200.0,one_use,0.0,69.0,36.79999924,39.40000153,115.5,123.6999969,1471914.25,0.0,431393.4063,1471914.0,0.0,0.0,not_outlier,10.26,0.26,0.0,1.0,2,34,0.7944240425691373
20984,NonResidential,Small- and Mid-Sized Office,98108.0,2,GREATER DUWAMISH,1.0,2,28304,Office,27185.0,one_use,0.0,one_use,0.0,67.0,46.70000076,48.70000076,146.6000061,152.8000031,1269367.5,0.0,372030.3125,1269367.0,0.0,0.0,not_outlier,8.85,0.31,0.0,1.0,1,46,0.9604649519502544
20988,NonResidential,Small- and Mid-Sized Office,98108.0,2,GREATER DUWAMISH,1.0,2,25872,Office,24988.0,one_use,0.0,one_use,0.0,41.0,96.0,100.0,183.1999969,187.0,2399353.5,0.0,288821.0,985457.0,14138.95996,1413896.0,not_outlier,81.96,3.17,0.0,1.0,1,47,0.9658317872603587
20989,NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,1.0,1,20500,Non-Refrigerated Warehouse,21386.0,one_use,0.0,one_use,0.0,65.0,10.39999962,10.39999962,32.70000076,32.70000076,222600.0938,0.0,65240.30078,222600.0,0.0,0.0,not_outlier,1.55,0.08,0.0,1.0,1,47,1.043219512195122
21005,NonResidential,Small- and Mid-Sized Office,98103.0,4,LAKE UNION,1.0,2,21436,Office,21436.0,one_use,0.0,one_use,0.0,95.0,24.89999962,26.10000038,78.30000305,81.80000305,534703.6875,0.0,156712.7031,534704.0,0.0,0.0,not_outlier,3.73,0.17,0.0,1.0,1,58,1.0
21088,NonResidential,Small- and Mid-Sized Office,98103.0,4,LAKE UNION,1.0,3,31417,Office,26295.0,Parking,12890.0,one_use,0.0,94.0,42.79999924,46.20000076,99.59999847,102.0999985,1126157.25,0.0,201486.5938,687472.0,4386.850098,438685.0,not_outlier,28.09,0.89,0.25814049718305376,0.7418595028169462,2,31,0.8369672470318618
21097,NonResidential,Retail Store,98101.0,7,DOWNTOWN,1.0,2,25920,Retail Store,25920.0,one_use,0.0,one_use,0.0,5.0,18.5,18.5,58.0,58.0,478690.0938,0.0,140296.0,478690.0,0.0,0.0,not_outlier,3.34,0.13,0.0,1.0,1,100,1.0
